alias,channels_closed
03057c42a22641c62024,673
LIVE_LN_Oracle_Network,138
DIEGOCASH,939
Norn_lightning_node,5
0304b5d7f02400b2c34f,1138
TomorrowNeverKnows,8
Wiesenhang,13
025a8868e9aa397ec1e4,0
IfIwerearichman,215
02fe4875d77e9e4d2e1c,374
03df3846d4fc111cf11b,0
chicken-citadel,142
start9-0xb4751b4cb8ac30ae,8
LightningChicken,289
CryptoTesla,686
Br1,1503
bitcoin.punk,514
OlLongYonzen,3
PickleRickBTC,0
FunSociety.io,639
02bf57cbf311cf3a4a86,429
mjolnir_NC_[NodeNor],579
lightning.id,2395
WenMewn,179
NathanDrake,15
Tiankii.com,34
03a99bf1dca445c12865,491
TooBigToFail,388
cob-lightning,0
AxelF2Blitz,1595
LN_Bunker_01,1658
joebamanode,597
devd00d,3
037e204a1a4a1942ab73,551
DUNE400,1764
Shire_Society_Federation,4648
nodl-lnd-s008-009,18
Schelling point,4510
0249f9621eec5a52dd51,0
stupleb,7470
02c2842b3633e8c48e87,0
029e6651f7ba1f5c7517,322
RonnieG,2066
node19,390
03e6706b1a7f2756249d,7
Playbot.eu,2566
0311392229a73351c536,168
@BitcoinATMs21,591
schnitzelblitz,74
Rhein16,15
SimpelLN,311
mikuhl,612
brolightning,3
02be8a7c6e669047bafe,31
0306afe053fd0fa630f2,7247
02ef6dea2708581e37fe,5
039fc1ffdc8d655fff89,742
03cc8003786ec763aec9,72
Master-Nodi,16
TheWord,7685
MMMMMMTTTT,1407
Cristiano,51
LNDlife,1175
02f41b50ea42c48b1bdd,3
adAstra,1955
02beaa07c08a7bb14287,1285
RavingRaspi,504
Rheingold,1066
DARTHNODE,11359
Land of Love and Lightning,3
never gonna give you up,267
thunkgaria,662
BuMa,138
3Dcut,25
DunderStruck,3
Kreston,0
bitcoinshoppingcentre.com,1761
HutuSpain,261
Satsonthedollar,14
ONEINCREDIBLE,30
02fb2da54e50fdff4971,107
02115a88404ded6c0ffd,31
ABCLightning.io,6320
Purple,2900
Stinger32LND,3772
Low_Down_And_Shifty,2316
03421de29d3aba440290,568
Beachresort,3059
500k,3936
FDOT-Gatsby,55
03c94658905c7ee9ad8c,9
02de82f7de84e51269ef,3
0335ecd64248144d6e47,1783
blue 🐘,10932
⚡RabbitHole⚡,2372
leo24ln,329
SavingsTechnology,148
Prince,12627
TEDnode,138
Northern Delight,513
***ROUTE 66***,10476
02521ec650e6a1e04d24,286
mynodebtc.com [Kciroj_NL],13
BOOTY,14
ELCHOPCHOP,1735
technicaledge.org,292
03a53299b62a226bdc79,0
0391489a933ab83094d1,5557
flashlouwie,2042
KasimiR,20
Jon_HODL,0
intothevoid,123
Megablitz⚡,2143
Freedom Hawk,1342
PapiBitcoin,679
03423f60a2c3aa6b1417,3
🤡SideshowSB🌴,1481
brittsbolts,0
d3d3c3n74v05,2627
035517276d09ee4aa028,0
OThalNode01,3
03d9ac6bcfed7def4009,4
Highway to Hell,16112
Peter_Shift,1731
umbrel000,3370
HeavyBags.LN,7561
geeknewscentral,7
Forneiro,208
JPTHOR,1146
NoD,198
0363312db61a9e677b3e,3
ln1.itmanager.ro [ITManager💯],6689
02ece7e2b277d83154ee,3
023950319758ece73369,0
Grapefruit,8
cameloid,532
b3ba912244-sphinx,0
🚣CapitanRetardo🚣,2246
LIGHTNINGARTIST,32
-=Lord Fusitu'a Raspiblitz=-,85
RNet_Lighting_Node,13
03164cade280d4f4bb32,660
cosmicApotheosis,3736
03d5099461761b1b4d3f,303
Satbase.org,6583
jgett-underground-bunker [LND],567
BtcPlatby.cz,4434
02ab8c5ec394fcf5693e,15
iwok,271
03653fe4b4d60127ab1c,3
PirateNode,790
NodeyByNature,109
1.618033-2k,322
mainnet.clobig.com,1085
02670db5b01df7b8a14d,425
Wunschmeister,898
024863b3030035833907,44
036e0fadd7591890ad1b,27
03cf371f9e1ad7247a5d,18
MienLNDnode,292
tuxedorabbit,13
Jmoney,6
Rassledox,72
SAT-Router☂,2145
derlocke,5
03487c994b4691a58e97,3
03f037d700e1963b6eac,1145
0303aa2b59c4eb13945e,12
02d961748fff4e5ba4a5,19
0231975fd5961ee66226,96
OkieDave,3
HouseOfALittleBit,72
ERBNODE,5328
mojor,10
wookstar,134
03394fc6de487a39b7c4,1284
MokrejBandita,785
makionaire,17
ln.sifir.io,5534
ln.mycloudware.net [03],105
WINGMAN,392
PotatoPoweredRouter,1750
02a5755e827c53a8bf89,0
0245546fdd5521ba3c63,0
welcomeback,40
Shinobi❤️Louisa,3
flyingpig,744
King Arthur,3748
Laserbach,0
CARUSAR,729
0347b8b7452526a2e4e8,26
tinova-btcd-lnd,70
0388d977db0746e1e8ed,169
ARKITRON,623
BitcoinServerONE,0
02f36d279b5ced601f64,32
Seed Signer,0
0235b3c770ea07d7b29e,11
RideTheSpiral,139
Zion_Neo_1,14328
02b029b7d67a6fdc1e4b,9
tiny-ninja,512
deepthought,14
bjablitz,79
Sovereign Currency,4977
03d8689ad07363524d40,10
030e8e0632279b61fb38,51
Beast Node,1007
03ac101f7d27fdb0be5b,54
02c79a1ef6735ca3e509,2665
freakyblitz,3828
NabismoPrimeTime,69
the Art Banc,72
eisiBlitz,9
noob,383
0200e5a6afd0cca4383b,60
faltyn,608
02e837fdb11a5280f75e,24
Brrrtoshi,603
0384da4fd7817d91722d,112
Lightning⚡CNX,846
NodeTheRoad,0
btcduke first exchange with ln,13
suweenja,145
BITCOINVALLEY,115
Spike,839
Acinonyx Jubatus,2837
03b215e01b28964c0172,15
ROBGOUDA,540
WuWei.digital,242
~No/Chilli~,2274
DeltaGap,7497
0229dd588674839257c0,0
0206dfb16f3afee9c22a,0
stackingsats,1267
risidio.com,106
0279fd3e2e9a6b5cf98a,0
Noobeco,0
Aliens LaNDing,1777
nlt,1890
₿iri₿iri,7369
*FunkElon* - PlebNet.org,1242
2sign,1252
Dreamer [LND],33
Citron,334
QR-Node,5
Freedom.Hub,448
GardenOfEdon,390
zapread.com,4366
023997f31008ad3c5851,0
Son of Mogh,20
layertwo.info,3
vltrablitz,109
mechanism257,3397
c0d3ki113r,802
DontTrustVERify,1285
TheNewGreen,949
btcpowerforfreedom,20
026cfc190ecd87f2a205,118
GOOD LIQUIDITY,3
02eec2f7a600c18a941d,64
OG,20
022cf8e7e5052c7782d9,71
0343b72938b7533e6fb5,14
CapitanMan ⚡,2972
Yjoti,2524
03080a12e1b0cc82a088,0
Rincewind,71
mrp,5
lightning.lol,1788
nodl-kahgee [LND],1206
03d58c17afed1b5fa7cc,612
BABYMETAL [TOR],179
jaxtax,6686
Perun,6526
Equatorhub1,1587
BitcoinRevolution,4548
ROBONET.io,35
Red_pill,5522
nodl-da1c9cf32c0163adaa9981d4,0
039041f395a408cb3e72,0
okamikun,231
JDs.Connection,1527
B21615,2266
aegis,2800
BeuningenOnLightning,565
BitcoinIsFreedom,2434
PEBERG,3746
HashQuark05,8
Trax,4
LNBIG.com [lnd-09],19282
02fb477cb83f80d548d0,5
PROUDESTPHISHMONKEY,15
ShelNode,21
janhdbhome,0
027b097206d890b973bf,3
Rust-eze,10678
RISE_AND_GRIND,7897
DKSL-Berlin,406
034808076fa506a0d1de,35
ln.filipchalupa.cz,4783
XUAN@Shanghai,3228
0356e5dc693a57bdc2a7,48
tblitz,1102
simplecrypto.app-learning.com,544
Paywithsats,153
bifrost,15
The Block Lisboa,1087
03d982db3411528c4a95,80
ECLSWISS8053,2251
btcvrts,3
Novae Spes,4279
b06245d80c-sphinx,0
Last_Bastion,2089
0342791779a6aba608f3,797
021e2ae7e6853a3cd0bc,257
baranien.by.iSOcH,889
Helios⚡,0
DigitalVoid,92
BitcoinVN 22,2704
HelloLightning,2530
02abb205c18fd70bb428,634
0319f83c53996cedc623,92
Moonraker,194
02a25bf05f0ba0b97647,15
WoodenDoor,214
a-minha-casa,16
shtyrlitz,1360
alphahusky,519
DEEPCOV3R.COM,717
Fincenzo,3912
BtcHome,41
tempusfugit,4379
OnlyFans,279
02c9d80542371ec823f4,974
donnerhamster,402
Netrunner,8
lightningcheckout.eu,3
BergenLNDcraeful,7771
Rektek,0
serbit,241
BTC_Loop_21,4624
LightningNodeB,771
LOUDTOLL,1853
oxbase.com,2211
coinmode-staging,4
internet-portal-lnd-alias,3
MikronNodes [Билиния-2],401
02b8ec444252beafd3f8,31
bosphorus.exchange,30
MicelioMadrid,8729
0275dc3ab7509d836799,326
023d3fa731682c4eff6e,7
02dff4740ca2ed61d5c6,187
039bf8d79aa25849f899,98
0335dd6441032ab9879d,53
0249ead72f339e11c2c7,977
RabbitHoleMoney,1142
trooper.life,756
MDRV62,258
LQwD-US-West,11040
zero.playbot.eu,12
SilentBob,16319
ral7micha7,542
038dfa77301d15b7b306,1504
035a004a745eb7f1c281,0
przemek,491
Lada's Lightning Node 🇲🇾,3106
⚡ Routing Node 3 ⚡,0
02f9246df4eaaaacdf89,704
DigitalEverywareNode⚡,5445
BTCRich,1654
0327a9c19dc9ff45c936,3564
02efde3930c0594a48f3,3
VIOLENTSOUFFLE-0.10.2,754
lndecode.com,1826
026273dfe2ed700d5fd9,254
03040d9a87e093c2915f,163
02c94a8c40c64c511228,414
gatesofgondor,22
tkachuklabs.com,32
HiddenCreekCapital,181
024aa2c0484e88a01d38,220
Akita House,10
027b2e4ad5117dd7ece8,40
SIDTIBHIS,3
AuditTheFed,19
Waldo,826
02f154e2b54e508679fa,387
RaspiblitzME,28
remoteadmin.io,2380
03a9b838b47a2772ab1f,0
0258b0bafc50ba2dd33e,27
Lyn.Blockcore.Net,2025
025c461548865fa21105,19
CHILLYWHISPER,5399
039d4b19cb2a2110f32a,37
djck-node,313
REDSQUIRREL,169
PLEBNET.org - South Africa,3120
lightningforthewin,308
0308d4ba8559955ad8fd,17
CryptoTec,1828
Bitcoin Trickle,337
Zynthian 🎹🎵,3
0249dd7494db98d5f280,53
j24salama,6556
HNX-R24-2,0
CanadianLightning,10840
Node#1,134
JohnWick,1958
BTCHO,0
LightningOWL21,12
Keiding,222
Enoque,234
iDesignIT,1401
03b9a81225f65f5a024a,276
mynodebtc.com [myNode],0
Bitkoinak,531
coinmode,107
LilBankThatCould,843
RTKLND,456
0383cf9be41b6dd183cb,37
mystore,334
02cb0c5b509614d8471b,547
03b2aade3258e971000e,342
flypdev,6151
grutto,303
024c723be5174b2e509b,56
FiniteSupplyInfiniteDemand,891
(\/) (;,,,,;) (\/),1985
OpperDraak,903
bitcoblitz,13
030eff4eb654eb903a29,68
030350eac776534282e3,115
TheUnionNetwork,4
02d722f008417cbf2516,45
032e631d23d0a0ec3b60,1253
03caf792b378813350ad,56
GorgPlanet,937
KIN_BITCOIN_l6fs]jv,366
Lightning Hamal,666
Striker,2239
03723ef1bc17282b3a20,478
032bfedebcfe34bf9e8d,9
EPPA,3
0384e1a6b70198464209,6
nodl-ffa74b15903257f751d4c217,16
V4VAPP Hive Bridge,13
0240a3d88dfef4e42b18,216
LNJ,801
02ec378c56e60a59acf1,7
03b5021598e2d49e9cda,1335
Robotechy,3874
Mosaic Forum,3
03671987631b514f3786,124
032440fcfad66143777d,200
sphinx_support,11
Gigi,445
dark_crystal,103
TeaMaster,67
0333db550a6adf591d04,746
0212864d59d5a902634c,1964
03c8bc321e5057804e98,2233
028f83e416379e47ac4f,521
Beengood_Bitcion_Hub,9
2501,362
BitGlobal,5
kulning,13
Ninjaminer,29
TonyStark,843
CasaDelReyMoro,743
KryptoPunk,4
lightitup,49
ProofOfKeags,0
infinitypay,240
rolltide,728
ILP,1819
bits.monospace.live,1730
03fb9ac3df4a41467f2f,1191
MarcoPolo,473
LordKeynes,3
GamboBit,939
BeLogic,1400
024655db8ceeb5e89211,203
ThunderBacon,3
KaiThePi4,288
02fd8d6413c9394ed55e,668
03ec5b721ccaf927f6ac,50
DAFANA,0
node.bitsbybrad.com,3
XXIM,6
LNwhisper,1793
02cb5f272bdd36ff8e31,764
021bf9bfc56672d814a5,6
03f3b3d1f54c5d804cfc,10
RaspiFrigo,356
Bezuchow,137
Cold Sats,5985
Neptune,19
02258c4989dd2c13a4dc,1349
Ghana Dot Com,9
blogic.cz,792
030963dd7331eb704033,553
02c945c0c8431af2a6e1,15
leonblockchainhub,0
WHENLAMBO,658
02a9cc6c756278328f4f,0
020bcad3d703e7ab236b,524
Kogenode7,12
0293e24e2e8c55139c0b,383
66baabe9de-sphinx,0
lndtest,75
LIGHTNING2,5825
LebaneseHodL,5128
espen11,27
NemoFeed,123
SNIKT,7843
pizzaman,0
potzblitzAP,468
027224fbe7cadeb311dd,133
Honey_Badger_L2,322
0273f6130d1792f9d204,3
The Old South Barracks,46
035eb7d2253d934b51dd,12479
038187b456d57e98fcdc,83
-|--|-,125
HQBlitz,51
Colusa,3
5731 ft above sea level (1637m),1323
rs-lightning-node,4942
CampHopeless,236
Yune$,734
change1,5
03802ee4d4169e54221c,0
02f3c999a550a69f73b6,412
TONY_CRYP,10
BeppinioNode,3
pesh,50
03683eb49daf605cf5a1,3
0325a793f203cca207a2,6
GROUNDBEEF,0
0263349260cdea844361,40
knightrogen,647
katana🗡,4294
otomayt,626
Trueno95,8
0215292ba94ca0aee641,3
Umberta,4065
Potro13,2694
Bankers Go To Jail,3
Bridion,33
Bloemgracht-LND,894
027cfc5739cab0a56145,3
Supercon-🦆-tor-3,143
Lightfire,0
02b1b09e4dcc79087591,458
Matzimoto,533
InflationIsHiddenTax,1658
SiriusNode,156
Spica,29
Routemaster,445
sly_roundabout_way,86
BTCBLITZ,13624
potzblitz,3
belociped,61
0207ed508844c80bf90a,937
excalibur,95
03c33b2296b2d50a94dc,96
A1FMD,1254
02d349abd88610223c46,578
robiblitz2,538
0211e453afb090f6939f,0
Amsterdam,202
036947a18a1eace8a5a5,5
lnTHOR.com,3568
satoshibox,3260
NIRVANA,18
0331c0fab939b3921461,463
030f3f4d5c3e06a245d4,897
lndus0.zaphq.io,2256
DarthPikachu,0
nodl-lnd-s002-039,0
troutnode,12
okex,13315
02f92742f860f42109be,278
02712f19940e89cd9ae8,21
0366598905f68f610eee,3
US-MD-BTC-NODE-01,0
AsteroidBlues,4081
Syndicate ~ ИetworK,8154
Shincha1612,506
0242d067fa50d0cc9151,1821
028fec848cc291f7394a,26
gameb_3,120
BitcoinsHeartbeat,1905
0262ff139f0ee73a605b,5
024fec1eaf3a5666a58a,421
BIT,12
piblitz66,3
SMART PEOPLE SHIT,0
Ifaistos,0
jellenode,0
Toronto Lightning [LND],20
0209770c3e15cf57cd57,1093
locusf.dy.fi,4
NoFees,61
runcitadel,793
powderday,149
gomodernchiropractic.com,0
03451aeb8379f14f5b71,6
03f98360dfdec2c58f2b,440
towardsliberty.com,4713
025e011dd8e1b82a88f8,858
QE2,4209
CoinsOfNakamoto.com,685
Dan on the Moon,3229
TheYellowSatsRoad,2627
karka,172
023f002cae793aefae93,0
Wynchinford_Farms,567
Dolgor.Art,3
fuessiotherapie,9
zerobps,4809
VirtualLight,816
0212b2b4fecd97bf3ab7,241
edvb,80
Kongo,336
zion-8021607f-m,0
028c50e32cedd3ba99c2,3
NotYetCryptoKing,2255
Regulation Satsuma,753
03a618ff482970015ea5,0
TheRabbitHole,663
bmm,80
lntxbot.com,54
03beb830f9d3aed8ba1f,3
DOGEwho,253
flozeNode,693
Hermes⚡Conrad,5208
ThunderAnd,33
02d62e19414264a33272,284
02e83c142161b5355537,3
RyanSingapore,872
GHUIS,2009
Ksynapse,1248
Growing Joy,126
eberhard,8
BRICK.ON.THE.WALL,1095
chucklin,15
GCUBED [LND],16
03dd305a4b948a05a3cb,3
Coltrain,41
BTC2Moon,5
LATENTSEAGULL,514
HawkMoth.Caterpillar,55
Oldschool,348
Chillmazone,1420
Station21m,30
02c1d72c2fecc8df9935,1142
⚡️MultiArmedBandit⚡️,3333
039653b1a6678e0d5ebf,17
69b1ba31b6-sphinx,0
konec devaluace,701
Imran,0
HOPPINGSQUIRREL,9915
CypherLn,1509
onlybestoffers.trade,987
037fdfbbc714f42af06b,3
ericcantmeme,2633
btcpay.davidcoen.it,4520
BURAAQ,70
Steeltoshi,944
cheers21,6
0379a2055a7e629608d4,1213
02d9496a1a5a0ff0ab5a,503
jcrypto,572
Vires in numeris 🍌🍞⚡,1902
Akbabyface,362
Moon Lightning 🌝⚡,900
02c7a8238cae91fce069,12
03c229a48ff994c14bf8,39
🇲🇪 CrnaGoraOne 🇲🇪,3752
RanaJump,3007
ISKRA,290
DH_EQ-LND,4
CryptoHashReview.com,20
DigitalSoundMoney,1226
LNBIG.com [lnd-40],20377
minimumBigBrother,0
02c53c37a551a1cc7f27,20
⚡️FunBun⚡,4
STINKY,14
fsm,3
cathode [NodeNor],1369
wolzie,3063
03a232adf8e8f9bbd90a,816
EXEC.35P,3
satoshi.village,7
0370db6e92304cee71a6,0
LightPay,3
RDOP,397
03c12af3acfc620b8e89,17
ShirtPlatform,292
Bugers LN node,511
BitReef,818
BlueBdR,3
batusie,2847
0222781c89319c5964ed,15
Klaus Schwab,410
Miwa.lanciami.i.componenti,827
JMARTFIT,606
038acd435695a54fcbf2,16
BTCPortal [2],764
micromachine,11
MoonDust,1840
captainchaos,597
Chili,31
Pistole,0
03923c18ec763ee90fdf,19
Berlin,5295
03644776186cd07bbf84,4
GirthWormJim-PLEBNET.ORG,3
J0kers,1493
0274935304df60ca75cc,33
0377b2296463caa68eea,0
02da4a7e4fa8f4348c36,13
02f644a10ea3ff282995,0
PLEBNET.org - Idem000,1274
037f148586f39090ec70,6
coinraspi,1734
03f5244d1fe2531c53de,3
1.21Gigawatt⚡️,380
DaitoshiNodeITA,179
7d370e3f1f-sphinx,0
Piqo,1228
02bbe1ca1337f1162672,0
02aea4396858ff31897f,3
DelMilou,8
02a90881b477832279c8,1215
lnlonk,444
ArturiaPendragon,47
02b14061dc842da637f9,102
HymerAutomotiveLounge,24
AntonRaspiBlitz,32
LNBazaar,1873
PanB,1490
02f38b5d00324edac0f9,625
BarkBiteBitcoin,586
Joon's Thunder,201
031ac9d89f6407fbd436,0
Convergence Zone,250
https://Satoshis.Stream/,3824
02ba43464253e2240725,5
03fafd66d5b7cb260b3b,74
PiLightning,14
nodl-cloud,13
02df2198a0fd75ef9335,172
Freiheit03,22
5MillionSatsChannels,1244
mynodebtc.com [myNode dtrust02],3
0217b8307c66fa68e87f,3
Lightning Satoshi Vision,2212
thehonestnode,0
zlnd3,3
021f0edfc61d4014a7cd,53
Lugh,7
LittleByLittle,7672
scottmsul,1220
lnpapi,1513
knifefight,2617
02c8d459ca90b8b65974,968
LNBIG.com [lnd-11],23696
03f8382a85edfac59a0e,2629
0375df6a5a4bbcdf17ab,0
nodl-419028c8ebc5708072afc0dc,0
www.gpsdata.io,103
02b453f2fb9a8a850ed5,5
CΛPTΛIN-N3M0,15
02d70f4a462390cc25ad,381
02d1f1884f211bdb8646,9
035b1e3a0a1fc601651c,49
ArcticLightning,694
UltraLightBeam,798
nodl-8ed288c5fd76f78b15968ed1,0
0384b220ab8701207f6e,3737
ThunderShaun,401
02143f7233496e7d71af,606
03d1f17118fc19f1849d,8
HandsomeHasher,1207
RiccardoLasagne,1556
ifitaintbitcoinitsashitcoin,723
03b02eb2040c507973da,10
LordBit,471
RAIDER,1294
BTCDOG,7
0230811957d4ac700809,345
TheWolfOfSats,5687
02ab640f85dad66f462a,9
CE,669
⚡TheBebop⚡,8781
LAYERFOX,631
bannnode,907
M4YFL0W3R,1301
Mangiabene,353
027d241f74502cd11a1c,27
Lightning Strikes Twice,947
be-kind-01,3096
JGU-MDT,177
SuperdoughBLN,686
GuntherMachtsMunter,8
PaulBunyanNode1,2059
One LN Node,506
02a119c9d3f5d98c5bdb,1371
seth586😈guides,88
Raspi,1288
Nicolas ⚡️,2030
TOBG-CL,103
ln.LightningHoarder.net,13809
freedom4all,5441
03a9e3fd8e5123ec0588,100
02793c468d6e179bfb32,7
BankofMe,65
MarkusTurm,8279
03b85ae223dfdc4f4cdf,3
StackingSomeSats,1645
02a56109fdd37400fd36,80
03e4f34113b0b686c0bc,47
Akebono,148
039ee1518322d530b9b6,1466
02882bc46f092fe07692,246
ln.silverbucket.net,5
028d829e9254bf0a8169,2893
PandorasBlox,11
Night Jester ⚡️ [nodl],114
zatsatz-001,7156
028c5cf67448104e4eab,0
KRDB,13
Reppesong,4606
ln.chain.ws,29
Ziva,567
Garlic🧄,20142
Donnerkeil,1675
02d5207bfd649d33e6c3,55
022e43bdfcb8d4bc34c0,383
02badaac20bdab11885c,408
kumuly,0
ERIC,23
02ed588d777b8512f850,6873
Wodan,1634
Decentra-LN ✨⚡,5044
J18E,1024
Astronode,2591
03b7b74d18c5629feb52,7
0291d1df69ac72b750fb,22
emLoLsis,3076
cta,460
AtrusNL,917
Lightning4Life,692
BitcoinVoucherBot,177
Leveraged,1197
SPQR-BTC-LN,724
satspasser,1565
02bbd00679e000d59174,3
FrenchWine,481
0364f471e38d20364257,10
02839c6dc96ec533d538,3
0396b9279159e765624c,34
LND01.KEMPKEN.org,54
Codl.Co,290
[Paywall.Link] [LNPAY.co],8266
Covfefe,348
bitcoinfene,3
uuunlimitedpower,1238
BitcoinGranny,629
CHILLYCALENDAR,6826
LightningRouterOpen,16
033d3c4a60dc0b37d06f,5
loxx,831
027a5c4881e5cb109692,0
Carrot-Radical,2976
Ostfriesland,172
Toti_G,186
lightning node,0
03953a47264df8956726,8
026fefc7a94eac50734c,3
0330b8cf8e2eed0958a1,0
new_chain_on_the_block,2182
03c227a9003c1b2d176f,105
Frodenode,10
Bitcoinsammler,40
0325dd85eb6787c49053,3360
0338fa1a82a9cb51055b,179
03e7057bdaf3df2cfeb4,14
RoC,5
SambalOelek,614
Badbitcoin.org,5
03787312ece5ed2224cc,244
Rostaaa,788
CaveLightning,1052
03ae108e85dbc9061af4,1122
027ea0b87ff3ec1f4034,168
VegetableLasagna,1984
nukoku,26
026722b2dd82ee840c72,6
dmzNode,0
aantonop,348
Bitcoin101,133
jdubs14,492
THE,10
BitCoinLaemmerspiel,865
028e1647bb14f5f83b38,3
025febc3dc4896ec490e,2093
galaxy,2410
The Wall,15429
weischeee,278
NatoshiSakamoto,71
02edc27547dc83a20453,22
adam,37
03c71b2d2f656b13cdaa,3
knowtorious,16
02480c17b981a161049d,1356
0261a115582124e8e2ec,822
03c2a2b791788d509a76,47
03336fcd21b56c660e70,201
03b2809d77ef5919e661,16
0330c24dc594d3219332,0
Raspii,137
BZH_Lightning,1923
IronPirons,1994
BORDEAUX-LN-NODE,257
022e9d43e9ca90ab8817,1506
026e2416e8a0334ddc76,67
FollowTheWhiteRabbit,3131
GREENGOPHER,996
avocado,8626
Bijli,4929
03e526275a0a66965634,8
Kenpachi,1456
0298906458987af756e2,576
Chielio,213
SHT,51
038e16b5d779735810ab,4
02c49abcef454842047a,374
LND1.AZH,44
0350306e4bae69b79448,123
snowdot,36
HARDVAPE,12
0288723ab30fd2b8ced6,47
02c8f079cb3a942a372e,5
028a8af48ca2513f2f38,15
SLICKERFARM,3
MOBY_Blitz,624
02480372e95bc572b196,3846
Zuxbux,1687
031f0e09de4e57db2b9b,1781
Netcom,622
William Wallets,2531
Trepnick,288
🏦futurepaul🏦,3
cercatrova,4934
HouseofBlockchain,954
DarkGalaxy,272
HawtNode,4
Abyss13,27
Batnodebtc [myNode],9
LagomeraBTC,9
Madame_S,729
02de223c6d19fce25003,5503
start9-0xfc9a7cf1a2a5f4ff,652
sebe[lnd],493
Likko,1672
0288ffad54582e09380a,67
02e5e7238ada52240cda,3
wizzzpiblitz,5
RIZIN,1352
TheNeuroFlog,564
Platinum_Teracoin,16
La,15
03686da99b8e41a3a7cf,0
0310af2bd39a53953262,1182
Plaidfunds,2744
02b21c1b960d1f4766d3,0
AeroBlock,1526
370321a34f0f,0
PHENIXIO,7
Watsonlaw.,470
02829cb64b0031df0d05,347
Syncopated,450
Jedd,5
vabadus,0
021a221b4d60c53483f2,635
opticbit,1691
mIsixthNode01,100
Blitzzard,11
Stargate,39
Inevitability,1522
03c2088ccac9fb9293ed,5
tor.lngames.net,208
nugetit,0
EarthNode1,15
1NFINITY,324
Woofer,550
PROFITMARGIN [LND],3
BALLYHOO,54
LightningPremium,1566
GMadman,22
026dec9537868d02d739,21
02f32bdec6b2bcc3d9c7,1626
02c936f73c5e40384543,92
MMBTCCO,1610
random_anomaly,15
Kissaija Ltd Smallboys,764
thedeathnode,1299
02b56158826ba96c946a,640
027a64af9e3d599990fe,0
teaegg,634
Sats4Life,1074
hannibal3rd,16
0238c085965f233871f5,8
Bad_Wolf,819
satsTrapper,3269
03aee44d264b48f34846,3
Astor,550
ifaxx,3
0385f57cef85f5acdbe3,2105
OpenLN1.A,614
btc-overlord,5
TurkeyPlucker,3
River Chief,1168
SimpleCoin,18203
0251e7fe500eea82fc3e,40
H's Instant BTC,207
19lightning,195
HeileRaspiBlitz,23
Moonshine,3
02ff9835df5e0db52495,0
Affinity**For**Disobedience,2871
4d02c9f548df,0
02cafa8746399fb6e4a6,8
Sandy Pleb,1328
DILLON, You son of a bitch!,6876
JerryBee,24
02aba32fe5119a42f154,0
New Asgard,1304
FreePleb-PlebNet.org,6161
cyberianblitz,1780
025982cd27d6d7a270dc,0
SUSPICIOUS_FRY,13
Securing_Lightning,267
RiccardoCannelloni,1850
02d57ef445b3690afff4,8
020b0e7b2652df142f11,275
RemSydB,247
038864073aba026cfa4b,1199
Teamline13,602
0239c97a3c124483df7c,6
singapore [nodl],451
RobRodeo,1462
02b291bf019168416434,0
03c8cc1c01ba7347d54a,0
mtpelerin.com,3
039604c8958c13718076,399
023945500536cceca07b,40
0228fbb9861bb167b783,0
HumanPrimate,4
lit-services,1593
AmorPsyche,57
anhingas,1191
02562be60625f8cc548c,108
wicbertBTC,0
USMC-21,3414
HashQuark04,8
0306cb5ebe9de37c63ca,726
mcfly,4
Roy_K,766
03b09d64be0b822c8973,120
033b0807558a0ea13bc4,6
noonenodes,1205
TheBigHal,0
ORANGENIGHT-0.11.0rc3-3-gf0dc028,4748
LATENTSOURCE,1399
serbiasats,3
Butoku,640
02fdb8963c464cc9b384,880
4plus17,467
02072b9d587597a458bb,41
0216dcf7ddf2aa827fa6,8
1815344057-sphinx,0
nodl-lnd-s008-017,38
BlockLink,1049
LNConnect,7378
Mitsotaki Gamiesai,3437
A Little Node from El Salvador,952
Swegen1,41
ln.rene-pickhardt.de,14230
Banana!🍌,2597
1.ln.offchain.cz,64
033a392c7ec71f10f7a5,77
btcnode.xyz,1113
0299c5de79e4c6db4f0c,4
BitcoinSicurezzaPrivacy.it,5495
freehodl,4
lightsabre,2471
0202486d87b5c02e24e3,1831
OxygenMoofUK,23
Crypt04n4rkMoV,880
danenode,1266
pinkzap.pinkexc.com,10
ilovecrypto,5
02c7a5dc1335be8472bc,668
Turtles all the way down,290
ODDMOON,279
LAMBCoins,271
BitCat,10
Lightning.Watch,21343
LightningInTheAlps,7439
RobotParade,3
Crustyblitz,0
Sedillo,2179
Pnode,0
03f5617f8758ccfb9765,662
tianxiadaluan,3030
fctchannel,71
WhoIsJohnGalt,1024
03cf1d5df5ad7505475a,1635
02ee7359cfa9cc16de56,63
lightningbbobb,181
LNCamel,499
Sweet16Joe,2187
0271ca8abf6aedc28e1a,541
pacblitz,766
EBBBLNBangkok,1099
I am your father👤,1105
IBEX_d0,11858
lightningAloha,1674
inbound_max,634
C64,623
zehPequeno,3
025ed704cdd9affea149,30
02f65366476f3b272841,25
0283a5abddf7f342ec18,1453
FREE ROSS Ulbricht,1923
LSPleb,364
talanln,714
bityogi,106
XanthinTwin,2559
03d7b3010b2892fc4dc1,3
This Is Gentlemen,1553
S0lidM3rcury,818
BadgerParade,1516
⚡⚡ No Noobs ⚡⚡,5189
046-lnd-gar-nodl-it,32
dontconnect,0
